470,490,510,530,550,570,590,610,630,650,670,690,710,730
0.10442,0.10583,0.097534,0.093955,0.088339,0.081047,0.051752,0.028631,0.02484,0.020361,0.014696,0.012317,0.0071443,0.0030383
0.11801,0.12139,0.1095,0.10283,0.094187,0.085051,0.0542,0.02949,0.025859,0.021262,0.015651,0.012682,0.0071847,0.0030388
0.086402,0.090755,0.087007,0.086059,0.082709,0.077229,0.050392,0.028251,0.024609,0.020234,0.014641,0.012286,0.0071357,0.0030371
0.076603,0.08213,0.080599,0.081051,0.079013,0.074649,0.049441,0.02798,0.024442,0.020142,0.014601,0.012264,0.0071295,0.0030362
0.084546,0.087196,0.083533,0.08318,0.0807,0.075733,0.049165,0.027772,0.023987,0.019664,0.014032,0.012043,0.0071092,0.0030371
0.064945,0.070151,0.070578,0.072759,0.072753,0.070059,0.04705,0.027154,0.023613,0.019458,0.013944,0.011992,0.0070945,0.0030349
0.12819,0.12733,0.11233,0.10461,0.095443,0.085784,0.053984,0.029348,0.025557,0.020947,0.015265,0.012543,0.0071724,0.0030393
0.095887,0.098814,0.09274,0.09041,0.085841,0.079369,0.051162,0.028467,0.024741,0.020306,0.014672,0.012304,0.0071406,0.0030378
0.078752,0.0823,0.079932,0.080349,0.078586,0.07425,0.048625,0.027616,0.023893,0.019612,0.01401,0.01203,0.0071056,0.0030365
0.088961,0.094699,0.090629,0.088986,0.084733,0.078703,0.051496,0.028668,0.025139,0.020717,0.015163,0.012487,0.0071575,0.0030371
0.10218,0.10618,0.098692,0.094986,0.088956,0.08155,0.05252,0.028951,0.025313,0.020813,0.015206,0.012511,0.0071638,0.003038
0.13639,0.1363,0.11862,0.10901,0.098209,0.087618,0.055076,0.029723,0.026003,0.021341,0.015687,0.012701,0.0071897,0.0030395
0.072082,0.076519,0.075557,0.076841,0.07592,0.072353,0.047921,0.027411,0.023769,0.019544,0.013981,0.012014,0.0071007,0.0030358
0.15495,0.15042,0.12656,0.11416,0.10145,0.08964,0.05575,0.0299,0.026112,0.0214,0.015714,0.012715,0.0071934,0.00304
0.11555,0.11729,0.10605,0.10026,0.092556,0.083921,0.053348,0.029177,0.025452,0.020889,0.01524,0.012529,0.0071687,0.0030387
0.10082,0.10665,0.099716,0.095872,0.089493,0.081976,0.053119,0.029197,0.025677,0.021161,0.015606,0.012658,0.0071784,0.0030379
